ID	ELEMENT SYMBOL	ENERGY	INTENSITY	ISOTOPE ABUNDANCE
440990010100	Ru	5941.230	9.603e-03	1.276e-01
440990010101	Ru	6210.340	1.347e-02	1.276e-01
440990010102	Ru	6298.070	7.175e-03	1.276e-01
440990010103	Ru	6324.980	1.225e-02	1.276e-01
440990010104	Ru	6340.590	2.649e-02	1.276e-01
440990010105	Ru	6346.930	1.325e-02	1.276e-01
440990010106	Ru	6372.540	1.214e-02	1.276e-01
440990010107	Ru	6562.310	4.084e-03	1.276e-01
440990010108	Ru	6602.380	3.091e-03	1.276e-01
440990010109	Ru	6656.520	5.077e-03	1.276e-01
440990010110	Ru	6690.130	1.093e-02	1.276e-01
440990010111	Ru	6757.680	7.727e-03	1.276e-01
440990010112	Ru	6795.700	7.727e-03	1.276e-01
440990010113	Ru	6835.360	1.987e-03	1.276e-01
440990010114	Ru	6871.520	2.208e-03	1.276e-01
440990010115	Ru	6908.410	3.422e-03	1.276e-01
440990010116	Ru	6925.980	2.208e-03	1.276e-01
440990010117	Ru	7006.930	7.947e-03	1.276e-01
440990010118	Ru	7081.400	3.422e-03	1.276e-01
440990010119	Ru	7103.080	1.987e-02	1.276e-01
440990010120	Ru	7129.540	1.656e-03	1.276e-01
440990010121	Ru	7136.960	7.727e-04	1.276e-01
440990010122	Ru	7160.600	2.649e-03	1.276e-01
440990010123	Ru	7180.100	5.850e-03	1.276e-01
440990010124	Ru	7203.810	7.064e-03	1.276e-01
440990010125	Ru	7306.470	6.071e-03	1.276e-01
440990010126	Ru	7506.240	1.347e-02	1.276e-01
440990010127	Ru	7574.040	5.298e-03	1.276e-01
440990010128	Ru	7610.450	1.225e-02	1.276e-01
440990010129	Ru	7792.040	1.457e-01	1.276e-01
440990010130	Ru	7808.020	5.519e-03	1.276e-01
440990010131	Ru	8310.921	7.506e-03	1.276e-01
440990010132	Ru	8446.582	5.077e-03	1.276e-01
440990010133	Ru	9133.427	4.194e-03	1.276e-01
440990010134	Ru	9672.911	9.934e-05	1.276e-01
441000010001	Ru	127.180	7.778e-02	1.260e-01
441000010002	Ru	535.200	2.286e-02	1.260e-01
441000010003	Ru	1499.200	9.048e-03	1.260e-01
441000010004	Ru	1842.800	9.365e-03	1.260e-01
441000010005	Ru	2317.600	3.016e-03	1.260e-01
441000010006	Ru	2326.700	1.381e-02	1.260e-01
441000010007	Ru	2624.300	1.254e-02	1.260e-01
441000010008	Ru	2766.400	1.048e-02	1.260e-01
441000010009	Ru	2877.900	1.270e-02	1.260e-01
441000010010	Ru	3406.600	2.540e-03	1.260e-01
441000010011	Ru	3516.100	3.333e-03	1.260e-01
441000010012	Ru	3924.000	3.333e-03	1.260e-01
441000010013	Ru	4035.500	5.556e-03	1.260e-01
441000010014	Ru	4044.000	2.063e-03	1.260e-01
441000010015	Ru	4142.390	6.667e-03	1.260e-01
441000010016	Ru	4177.600	2.540e-03	1.260e-01
441000010017	Ru	4200.700	1.587e-03	1.260e-01
441000010018	Ru	4241.100	6.667e-03	1.260e-01
441000010019	Ru	4475.210	5.873e-03	1.260e-01
441000010020	Ru	4484.300	9.048e-03	1.260e-01
441000010021	Ru	4715.300	1.238e-02	1.260e-01
441000010022	Ru	4785.000	1.270e-03	1.260e-01
441000010023	Ru	4805.000	6.190e-03	1.260e-01
441000010024	Ru	4831.000	1.587e-03	1.260e-01
441000010025	Ru	4840.500	2.063e-03	1.260e-01
441000010026	Ru	4921.900	1.000e-02	1.260e-01
441000010027	Ru	4959.100	1.587e-03	1.260e-01
441000010028	Ru	5302.600	1.698e-02	1.260e-01
441000010029	Ru	5826.800	3.651e-03	1.260e-01
441000010030	Ru	6081.800	8.254e-04	1.260e-01
441000010031	Ru	6266.600	2.857e-02	1.260e-01
441000010032	Ru	6674.610	5.238e-03	1.260e-01
441010010001	Ru	415.280	1.103e-02	1.706e-01
441010010002	Ru	418.531	5.689e-02	1.706e-01
441010010003	Ru	420.320	2.414e-03	1.706e-01
441010010004	Ru	456.110	1.776e-02	1.706e-01
441010010005	Ru	468.690	8.448e-02	1.706e-01
441010010006	Ru	475.095	1.690e+00	1.706e-01
441010010007	Ru	496.900	1.172e-02	1.706e-01
441010010008	Ru	548.710	2.207e-02	1.706e-01
441010010009	Ru	627.970	3.034e-01	1.706e-01
441010010010	Ru	631.220	5.172e-01	1.706e-01
441010010011	Ru	636.860	5.689e-02	1.706e-01
441010010012	Ru	680.570	2.793e-02	1.706e-01
441010010013	Ru	692.280	4.310e-02	1.706e-01
441010010014	Ru	695.530	6.724e-02	1.706e-01
441010010015	Ru	697.310	3.448e-02	1.706e-01
441010010016	Ru	739.614	3.379e-02	1.706e-01
441010010017	Ru	766.820	3.276e-02	1.706e-01
441010010018	Ru	865.960	9.310e-03	1.706e-01
441010010019	Ru	930.430	5.517e-03	1.706e-01
441010010020	Ru	940.420	6.551e-02	1.706e-01
441010010021	Ru	1046.498	1.776e-01	1.706e-01
441010010022	Ru	1103.062	1.724e-01	1.706e-01
441010010023	Ru	1105.540	9.482e-02	1.706e-01
441010010024	Ru	1112.590	7.930e-03	1.706e-01
441010010025	Ru	1128.200	2.241e-03	1.706e-01
441010010026	Ru	1158.140	2.396e-02	1.706e-01
441010010027	Ru	1317.000	5.000e-03	1.706e-01
441010010028	Ru	1323.490	1.138e-02	1.706e-01
441010010029	Ru	1508.180	1.862e-02	1.706e-01
441010010030	Ru	1561.650	2.034e-02	1.706e-01
441010010031	Ru	1568.383	7.586e-02	1.706e-01
441010010032	Ru	1580.630	1.431e-02	1.706e-01
441010010033	Ru	1944.900	8.448e-03	1.706e-01
441010010034	Ru	1992.266	2.586e-02	1.706e-01
441010010035	Ru	2036.730	5.517e-03	1.706e-01
441010010036	Ru	2136.140	2.586e-02	1.706e-01
441010010037	Ru	2201.200	1.483e-02	1.706e-01
441010010038	Ru	6162.700	5.517e-03	1.706e-01
441010010039	Ru	6185.920	1.207e-02	1.706e-01
441010010040	Ru	6274.680	2.931e-02	1.706e-01
441010010041	Ru	6418.450	2.258e-03	1.706e-01
441010010042	Ru	6429.578	8.448e-03	1.706e-01
441010010043	Ru	6508.260	6.569e-03	1.706e-01
441010010044	Ru	6518.530	3.310e-03	1.706e-01
441010010045	Ru	6566.710	5.224e-03	1.706e-01
441010010046	Ru	6608.140	8.620e-03	1.706e-01
441010010047	Ru	6627.200	1.603e-01	1.706e-01
441010010048	Ru	6752.009	1.379e-02	1.706e-01
441010010049	Ru	6852.100	4.310e-04	1.706e-01
441010010050	Ru	6916.690	2.431e-03	1.706e-01
441010010051	Ru	6958.161	1.448e-02	1.706e-01
441010010052	Ru	6978.810	7.068e-02	1.706e-01
441010010053	Ru	7066.630	4.362e-03	1.706e-01
441010010054	Ru	7175.869	2.103e-02	1.706e-01
441010010055	Ru	7420.740	1.431e-03	1.706e-01
441010010056	Ru	7638.680	2.121e-03	1.706e-01
441010010057	Ru	7697.720	7.586e-03	1.706e-01
441010010058	Ru	8112.970	1.190e-02	1.706e-01
441010010059	Ru	8744.134	1.914e-03	1.706e-01
441010010060	Ru	9219.185	5.689e-04	1.706e-01
441020010001	Ru	77.500	1.545e-03	3.155e-01
441020010002	Ru	122.540	1.048e-03	3.155e-01
441020010003	Ru	133.230	3.929e-03	3.155e-01
441020010004	Ru	136.050	1.729e-01	3.155e-01
441020010005	Ru	160.540	4.453e-03	3.155e-01
441020010006	Ru	171.450	2.881e-03	3.155e-01
441020010007	Ru	174.270	1.991e-01	3.155e-01
441020010008	Ru	182.150	1.834e-03	3.155e-01
441020010009	Ru	189.240	2.593e-02	3.155e-01
441020010010	Ru	202.030	6.549e-03	3.155e-01
441020010011	Ru	210.180	2.881e-02	3.155e-01
441020010012	Ru	231.650	3.143e-03	3.155e-01
441020010013	Ru	245.970	6.287e-03	3.155e-01
441020010014	Ru	250.780	6.234e-02	3.155e-01
441020010015	Ru	257.730	1.126e-02	3.155e-01
441020010016	Ru	266.560	3.143e-03	3.155e-01
441020010017	Ru	269.880	1.519e-02	3.155e-01
441020010018	Ru	270.580	8.906e-02	3.155e-01
441020010019	Ru	287.620	1.991e-02	3.155e-01
441020010020	Ru	294.660	1.860e-01	3.155e-01
441020010021	Ru	304.690	7.073e-03	3.155e-01
441020010022	Ru	315.280	1.074e-02	3.155e-01
441020010023	Ru	325.300	9.430e-03	3.155e-01
441020010024	Ru	330.770	3.667e-03	3.155e-01
441020010025	Ru	343.410	2.069e-02	3.155e-01
441020010026	Ru	346.230	7.858e-02	3.155e-01
441020010027	Ru	359.320	1.467e-02	3.155e-01
441020010028	Ru	364.910	8.382e-03	3.155e-01
441020010029	Ru	373.980	2.803e-02	3.155e-01
441020010030	Ru	378.850	2.227e-02	3.155e-01
441020010031	Ru	379.120	2.227e-02	3.155e-01
441020010032	Ru	380.270	8.120e-03	3.155e-01
441020010033	Ru	388.590	2.122e-02	3.155e-01
441020010034	Ru	399.780	1.310e-03	3.155e-01
441020010035	Ru	402.200	1.703e-02	3.155e-01
441020010036	Ru	403.100	1.624e-01	3.155e-01
441020010037	Ru	405.920	1.834e-03	3.155e-01
441020010038	Ru	417.920	5.763e-03	3.155e-01
441020010039	Ru	426.810	2.358e-03	3.155e-01
441020010040	Ru	428.480	7.596e-03	3.155e-01
441020010041	Ru	432.000	6.994e-02	3.155e-01
441020010042	Ru	456.150	1.022e-02	3.155e-01
441020010043	Ru	487.230	7.073e-03	3.155e-01
441020010044	Ru	500.960	4.584e-02	3.155e-01
441020010045	Ru	525.450	4.977e-03	3.155e-01
441020010046	Ru	545.440	6.627e-02	3.155e-01
441020010047	Ru	554.540	7.073e-02	3.155e-01
441020010048	Ru	561.200	3.143e-03	3.155e-01
441020010049	Ru	561.240	2.619e-03	3.155e-01
441020010050	Ru	562.420	1.205e-02	3.155e-01
441020010051	Ru	562.860	4.453e-02	3.155e-01
441020010052	Ru	568.060	7.858e-03	3.155e-01
441020010053	Ru	576.180	5.501e-03	3.155e-01
441020010054	Ru	589.370	1.362e-02	3.155e-01
441020010055	Ru	592.190	1.441e-02	3.155e-01
441020010056	Ru	600.640	3.405e-03	3.155e-01
441020010057	Ru	605.700	1.572e-03	3.155e-01
441020010058	Ru	625.450	2.724e-02	3.155e-01
441020010059	Ru	629.900	5.501e-03	3.155e-01
441020010060	Ru	638.660	5.501e-03	3.155e-01
441020010061	Ru	658.680	1.650e-02	3.155e-01
441020010062	Ru	661.500	2.043e-02	3.155e-01
441020010063	Ru	664.500	5.239e-03	3.155e-01
441020010064	Ru	677.900	1.022e-02	3.155e-01
441020010065	Ru	692.030	2.096e-03	3.155e-01
441020010066	Ru	704.000	9.954e-03	3.155e-01
441020010067	Ru	706.740	2.358e-03	3.155e-01
441020010068	Ru	726.640	1.834e-03	3.155e-01
441020010069	Ru	728.900	1.572e-03	3.155e-01
441020010070	Ru	733.900	2.096e-03	3.155e-01
441020010071	Ru	734.470	5.239e-03	3.155e-01
441020010072	Ru	736.690	2.410e-02	3.155e-01
441020010073	Ru	739.390	2.096e-03	3.155e-01
441020010074	Ru	753.110	1.048e-03	3.155e-01
441020010075	Ru	769.330	5.239e-03	3.155e-01
441020010076	Ru	772.700	1.912e-02	3.155e-01
441020010077	Ru	774.710	1.991e-02	3.155e-01
441020010078	Ru	791.330	2.619e-03	3.155e-01
441020010079	Ru	803.940	4.191e-03	3.155e-01
441020010080	Ru	804.600	4.715e-03	3.155e-01
441020010081	Ru	838.030	2.619e-03	3.155e-01
441020010082	Ru	846.400	2.358e-03	3.155e-01
441020010083	Ru	853.700	5.501e-03	3.155e-01
441020010084	Ru	862.990	2.515e-02	3.155e-01
441020010085	Ru	868.190	7.858e-03	3.155e-01
441020010086	Ru	902.560	6.811e-03	3.155e-01
441020010087	Ru	903.200	2.017e-02	3.155e-01
441020010088	Ru	905.380	1.048e-02	3.155e-01
441020010089	Ru	908.500	1.048e-03	3.155e-01
441020010090	Ru	908.740	7.073e-03	3.155e-01
441020010091	Ru	931.000	9.168e-03	3.155e-01
441020010092	Ru	932.400	1.048e-02	3.155e-01
441020010093	Ru	937.170	3.353e-02	3.155e-01
441020010094	Ru	939.990	3.405e-03	3.155e-01
441020010095	Ru	968.890	3.143e-03	3.155e-01
441020010096	Ru	978.000	4.977e-03	3.155e-01
441020010097	Ru	994.970	4.977e-03	3.155e-01
441020010098	Ru	1031.800	3.667e-03	3.155e-01
441020010099	Ru	1034.750	8.644e-03	3.155e-01
441020010100	Ru	1036.440	3.143e-03	3.155e-01
441020010101	Ru	1049.900	8.120e-03	3.155e-01
441020010102	Ru	1075.370	4.925e-02	3.155e-01
441020010103	Ru	1103.410	4.715e-03	3.155e-01
441020010104	Ru	1109.900	2.358e-03	3.155e-01
441020010105	Ru	1172.500	1.650e-02	3.155e-01
441020010106	Ru	1174.400	3.929e-03	3.155e-01
441020010107	Ru	1198.570	3.327e-02	3.155e-01
441020010108	Ru	1211.300	3.143e-03	3.155e-01
441020010109	Ru	1229.600	4.977e-03	3.155e-01
441020010110	Ru	1243.700	5.239e-03	3.155e-01
441020010111	Ru	1246.100	2.122e-02	3.155e-01
441020010112	Ru	1278.100	2.096e-03	3.155e-01
441020010113	Ru	1288.250	5.763e-03	3.155e-01
441020010114	Ru	1295.000	2.619e-03	3.155e-01
441020010115	Ru	1296.700	5.239e-03	3.155e-01
441020010116	Ru	1298.600	2.358e-03	3.155e-01
441020010117	Ru	1332.190	2.698e-02	3.155e-01
441020010118	Ru	1369.940	1.048e-02	3.155e-01
441020010119	Ru	1400.890	7.858e-03	3.155e-01
441020010120	Ru	1430.220	1.048e-02	3.155e-01
441020010121	Ru	1461.170	1.703e-02	3.155e-01
441020010122	Ru	1468.440	3.667e-03	3.155e-01
441020010123	Ru	1544.000	2.331e-02	3.155e-01
441020010124	Ru	1561.400	3.143e-03	3.155e-01
441020010125	Ru	1580.800	5.239e-03	3.155e-01
441020010126	Ru	1604.490	1.860e-02	3.155e-01
441020010127	Ru	1615.900	2.358e-03	3.155e-01
441020010128	Ru	1699.800	1.048e-02	3.155e-01
441020010129	Ru	1716.900	1.284e-02	3.155e-01
441020010130	Ru	1730.600	4.610e-02	3.155e-01
441020010131	Ru	1733.300	8.382e-03	3.155e-01
441020010132	Ru	1744.390	1.598e-02	3.155e-01
441020010133	Ru	1839.250	2.646e-02	3.155e-01
441020010134	Ru	1859.200	1.415e-02	3.155e-01
441020010135	Ru	1880.430	3.117e-02	3.155e-01
441020010136	Ru	1959.300	5.501e-01	3.155e-01
441020010137	Ru	2027.680	5.239e-03	3.155e-01
441020010138	Ru	2031.200	4.191e-03	3.155e-01
441020010139	Ru	2074.980	5.763e-02	3.155e-01
441020010140	Ru	2223.500	2.358e-02	3.155e-01
441020010141	Ru	2575.930	6.811e-03	3.155e-01
441020010142	Ru	3655.970	2.489e-02	3.155e-01
441020010143	Ru	4008.400	3.143e-02	3.155e-01
441020010144	Ru	4026.400	3.432e-02	3.155e-01
441020010145	Ru	4269.760	3.798e-02	3.155e-01
441020010146	Ru	4324.300	2.096e-02	3.155e-01
441020010147	Ru	4351.450	3.929e-02	3.155e-01
441020010148	Ru	4396.000	2.358e-02	3.155e-01
441020010149	Ru	4501.300	1.257e-02	3.155e-01
441020010150	Ru	4515.000	1.126e-02	3.155e-01
441020010151	Ru	4627.380	4.898e-02	3.155e-01
441020010152	Ru	4800.820	7.073e-03	3.155e-01
441020010153	Ru	4830.980	2.619e-02	3.155e-01
441020010154	Ru	4884.500	3.720e-02	3.155e-01
441020010155	Ru	4907.600	2.619e-03	3.155e-01
441020010156	Ru	5058.160	1.048e-03	3.155e-01
441020010157	Ru	5122.000	2.619e-03	3.155e-01
441020010158	Ru	5323.100	2.096e-03	3.155e-01
441020010159	Ru	5326.500	2.358e-03	3.155e-01
441020010160	Ru	5457.130	6.811e-03	3.155e-01
441020010161	Ru	5495.150	3.143e-03	3.155e-01
441020010162	Ru	5570.330	1.834e-03	3.155e-01
441020010163	Ru	5639.640	2.619e-03	3.155e-01
441020010164	Ru	5668.970	5.763e-03	3.155e-01
441020010165	Ru	5677.280	3.143e-03	3.155e-01
441020010166	Ru	5683.570	3.143e-03	3.155e-01
441020010167	Ru	5799.820	1.126e-03	3.155e-01
441020010168	Ru	5825.900	1.912e-03	3.155e-01
441020010169	Ru	5885.590	4.977e-03	3.155e-01
441020010170	Ru	6057.530	2.619e-03	3.155e-01
441020010171	Ru	6095.760	2.096e-03	3.155e-01
441040010001	Ru	20.573	6.628e-02	1.862e-01
441040010002	Ru	55.863	1.028e-02	1.862e-01
441040010003	Ru	75.251	2.662e-01	1.862e-01
441040010004	Ru	82.496	8.113e-02	1.862e-01
441040010005	Ru	107.917	1.748e-01	1.862e-01
441040010006	Ru	113.343	1.485e-02	1.862e-01
441040010007	Ru	121.560	2.285e-03	1.862e-01
441040010008	Ru	138.358	9.713e-02	1.862e-01
441040010009	Ru	143.206	2.354e-01	1.862e-01
441040010010	Ru	157.747	4.228e-02	1.862e-01
441040010011	Ru	159.303	2.045e-01	1.862e-01
441040010012	Ru	162.220	1.714e-02	1.862e-01
441040010013	Ru	169.310	2.514e-02	1.862e-01
441040010014	Ru	193.040	3.428e-03	1.862e-01
441040010015	Ru	208.900	1.028e-02	1.862e-01
441040010016	Ru	213.609	2.971e-02	1.862e-01
441040010017	Ru	218.180	3.542e-02	1.862e-01
441040010018	Ru	225.702	5.942e-02	1.862e-01
441040010019	Ru	229.480	1.371e-02	1.862e-01
441040010020	Ru	242.470	4.571e-03	1.862e-01
441040010021	Ru	244.550	7.656e-02	1.862e-01
441040010022	Ru	246.275	3.428e-03	1.862e-01
441040010023	Ru	252.073	9.484e-02	1.862e-01
441040010024	Ru	272.646	5.028e-02	1.862e-01
441040010025	Ru	280.410	1.371e-02	1.862e-01
441040010026	Ru	282.650	2.285e-02	1.862e-01
441040010027	Ru	300.952	1.143e-02	1.862e-01
441040010028	Ru	301.750	2.194e-01	1.862e-01
441040010029	Ru	306.780	6.056e-02	1.862e-01
441040010030	Ru	309.520	2.857e-02	1.862e-01
441040010031	Ru	321.526	2.000e-01	1.862e-01
441040010032	Ru	333.430	3.085e-02	1.862e-01
441040010033	Ru	334.040	9.141e-03	1.862e-01
441040010034	Ru	352.690	6.513e-02	1.862e-01
441040010035	Ru	358.170	1.828e-02	1.862e-01
441040010036	Ru	358.570	1.977e-01	1.862e-01
441040010037	Ru	397.700	2.285e-03	1.862e-01
441040010038	Ru	422.000	7.999e-02	1.862e-01
441040010039	Ru	439.000	7.999e-03	1.862e-01
441040010040	Ru	441.960	9.027e-02	1.862e-01
441040010041	Ru	445.510	4.456e-02	1.862e-01
441040010042	Ru	462.930	2.857e-01	1.862e-01
441040010043	Ru	466.080	1.257e-02	1.862e-01
441040010044	Ru	470.120	2.285e-03	1.862e-01
441040010045	Ru	471.910	3.314e-02	1.862e-01
441040010046	Ru	490.820	5.142e-02	1.862e-01
441040010047	Ru	539.420	1.257e-02	1.862e-01
441040010048	Ru	540.980	9.141e-03	1.862e-01
441040010049	Ru	562.700	3.199e-01	1.862e-01
441040010050	Ru	564.910	6.399e-02	1.862e-01
441040010051	Ru	578.040	2.285e-02	1.862e-01
441040010052	Ru	600.300	3.657e-02	1.862e-01
441040010053	Ru	617.980	6.856e-03	1.862e-01
441040010054	Ru	631.220	1.828e-02	1.862e-01
441040010055	Ru	640.160	1.954e-01	1.862e-01
441040010056	Ru	646.240	1.257e-02	1.862e-01
441040010057	Ru	664.950	3.199e-02	1.862e-01
441040010058	Ru	683.970	6.856e-02	1.862e-01
441040010059	Ru	714.080	9.141e-03	1.862e-01
441040010060	Ru	716.340	3.885e-02	1.862e-01
441040010061	Ru	739.280	1.143e-02	1.862e-01
441040010062	Ru	757.100	1.028e-02	1.862e-01
441040010063	Ru	797.310	4.571e-03	1.862e-01
441040010064	Ru	824.250	2.400e-02	1.862e-01
441040010065	Ru	848.700	4.571e-03	1.862e-01
441040010066	Ru	862.990	4.571e-03	1.862e-01
441040010067	Ru	878.400	4.571e-03	1.862e-01
441040010068	Ru	878.400	1.943e-02	1.862e-01
441040010069	Ru	887.120	5.599e-02	1.862e-01
441040010070	Ru	1003.910	7.999e-03	1.862e-01
441040010071	Ru	1008.300	6.856e-03	1.862e-01
441040010072	Ru	1090.940	5.256e-02	1.862e-01
441040010073	Ru	1134.600	9.370e-02	1.862e-01
441040010074	Ru	1321.000	4.571e-03	1.862e-01
441040010075	Ru	1534.000	1.143e-02	1.862e-01
441040010076	Ru	1575.600	5.828e-02	1.862e-01
441040010077	Ru	1910.800	4.571e-03	1.862e-01
441040010078	Ru	2127.710	4.571e-03	1.862e-01
441040010079	Ru	3506.060	1.714e-02	1.862e-01
441040010080	Ru	3530.100	5.713e-03	1.862e-01
441040010081	Ru	3557.300	3.428e-03	1.862e-01
441040010082	Ru	3761.730	1.485e-02	1.862e-01
441040010083	Ru	4064.700	6.170e-02	1.862e-01
441040010084	Ru	4077.400	4.571e-03	1.862e-01
441040010085	Ru	4175.110	6.285e-02	1.862e-01
441040010086	Ru	4216.700	1.108e-01	1.862e-01
441040010087	Ru	4580.930	5.713e-03	1.862e-01
441040010088	Ru	4584.560	1.383e-01	1.862e-01
441040010089	Ru	4943.100	2.285e-01	1.862e-01
441040010090	Ru	5023.550	1.600e-01	1.862e-01
441040010091	Ru	5085.730	4.571e-03	1.862e-01
441040010092	Ru	5104.430	1.485e-02	1.862e-01
441040010093	Ru	5125.520	4.456e-02	1.862e-01
441040010094	Ru	5419.140	3.771e-02	1.862e-01
441040010095	Ru	5443.880	2.057e-02	1.862e-01
441040010096	Ru	5588.430	4.913e-02	1.862e-01
441040010097	Ru	5637.300	1.028e-02	1.862e-01
441040010098	Ru	5750.640	1.291e-01	1.862e-01
441040010099	Ru	5909.930	8.799e-02	1.862e-01
451030010001	Rh	32.180	1.724e-03	1.000e+00
451030010002	Rh	35.560	4.483e-03	1.000e+00
451030010003	Rh	43.470	8.276e-04	1.000e+00
451030010004	Rh	46.200	2.552e-03	1.000e+00
451030010005	Rh	51.500	1.103e-01	1.000e+00
451030010006	Rh	55.460	5.241e-03	1.000e+00
451030010007	Rh	62.100	8.966e-05	1.000e+00
451030010008	Rh	70.980	8.069e-04	1.000e+00
451030010009	Rh	80.800	5.034e-03	1.000e+00
451030010010	Rh	83.740	4.345e-03	1.000e+00
451030010011	Rh	85.190	2.207e-02	1.000e+00
451030010012	Rh	85.970	2.069e-03	1.000e+00
451030010013	Rh	88.450	1.379e-04	1.000e+00
451030010014	Rh	88.910	1.241e-03	1.000e+00
451030010015	Rh	97.140	1.345e-01	1.000e+00
451030010016	Rh	100.740	3.421e-02	1.000e+00
451030010017	Rh	105.400	3.241e-03	1.000e+00
451030010018	Rh	115.610	1.379e-04	1.000e+00
451030010019	Rh	115.910	1.103e-04	1.000e+00
451030010020	Rh	117.070	6.276e-04	1.000e+00
451030010021	Rh	118.100	3.931e-03	1.000e+00
451030010022	Rh	118.940	3.517e-04	1.000e+00
451030010023	Rh	119.500	1.034e-02	1.000e+00
451030010024	Rh	120.760	7.586e-05	1.000e+00
451030010025	Rh	124.240	2.759e-04	1.000e+00
451030010026	Rh	127.200	3.634e-02	1.000e+00
451030010027	Rh	129.370	3.207e-03	1.000e+00
451030010028	Rh	130.160	5.862e-04	1.000e+00
451030010029	Rh	131.860	3.014e-03	1.000e+00
451030010030	Rh	134.540	4.690e-02	1.000e+00
451030010031	Rh	135.160	4.552e-03	1.000e+00
451030010032	Rh	137.650	3.103e-03	1.000e+00
451030010033	Rh	138.350	7.586e-05	1.000e+00
451030010034	Rh	138.740	3.724e-03	1.000e+00
451030010035	Rh	145.470	1.034e-07	1.000e+00
451030010036	Rh	146.720	1.034e-02	1.000e+00
451030010037	Rh	151.120	1.793e-04	1.000e+00
451030010038	Rh	152.750	2.276e-04	1.000e+00
451030010039	Rh	157.000	7.241e-03	1.000e+00
451030010040	Rh	157.700	5.931e-04	1.000e+00
451030010041	Rh	159.490	2.621e-03	1.000e+00
451030010042	Rh	161.550	6.897e-03	1.000e+00
451030010043	Rh	165.200	6.138e-03	1.000e+00
451030010044	Rh	166.060	6.345e-04	1.000e+00
451030010045	Rh	168.210	3.103e-03	1.000e+00
451030010046	Rh	169.160	1.986e-02	1.000e+00
451030010047	Rh	170.080	4.414e-03	1.000e+00
451030010048	Rh	172.190	1.448e-03	1.000e+00
451030010049	Rh	173.480	2.966e-04	1.000e+00
451030010050	Rh	175.330	9.655e-04	1.000e+00
451030010051	Rh	175.600	1.448e-04	1.000e+00
451030010052	Rh	176.380	5.724e-04	1.000e+00
451030010053	Rh	177.640	1.276e-02	1.000e+00
451030010054	Rh	178.660	2.255e-02	1.000e+00
451030010055	Rh	180.870	1.559e-01	1.000e+00
451030010056	Rh	186.040	1.034e-02	1.000e+00
451030010057	Rh	191.700	1.379e-04	1.000e+00
451030010058	Rh	192.780	9.655e-05	1.000e+00
451030010059	Rh	196.550	5.517e-03	1.000e+00
451030010060	Rh	197.440	3.724e-04	1.000e+00
451030010061	Rh	197.880	1.310e-03	1.000e+00
451030010062	Rh	198.890	3.586e-03	1.000e+00
451030010063	Rh	200.380	7.586e-04	1.000e+00
451030010064	Rh	200.430	5.034e-04	1.000e+00
451030010065	Rh	201.990	6.897e-04	1.000e+00
451030010066	Rh	202.850	1.103e-02	1.000e+00
451030010067	Rh	203.740	3.448e-04	1.000e+00
451030010068	Rh	204.060	5.655e-04	1.000e+00
451030010069	Rh	207.570	4.138e-04	1.000e+00
451030010070	Rh	213.050	8.759e-03	1.000e+00
451030010071	Rh	215.340	3.586e-02	1.000e+00
451030010072	Rh	215.360	1.062e-02	1.000e+00
451030010073	Rh	216.540	3.448e-02	1.000e+00
451030010074	Rh	217.820	5.090e-02	1.000e+00
451030010075	Rh	218.440	2.069e-03	1.000e+00
451030010076	Rh	219.850	3.310e-03	1.000e+00
451030010077	Rh	222.740	1.793e-03	1.000e+00
451030010078	Rh	224.340	6.897e-04	1.000e+00
451030010079	Rh	226.800	2.552e-04	1.000e+00
451030010080	Rh	228.360	2.759e-04	1.000e+00
451030010081	Rh	228.450	8.000e-04	1.000e+00
451030010082	Rh	231.110	1.655e-04	1.000e+00
451030010083	Rh	232.600	2.069e-04	1.000e+00
451030010084	Rh	235.930	2.379e-03	1.000e+00
451030010085	Rh	238.410	2.345e-04	1.000e+00
451030010086	Rh	240.490	2.621e-04	1.000e+00
451030010087	Rh	240.610	2.828e-04	1.000e+00
451030010088	Rh	245.070	2.000e-03	1.000e+00
451030010089	Rh	245.450	2.669e-03	1.000e+00
451030010090	Rh	246.610	1.862e-03	1.000e+00
451030010091	Rh	247.550	2.669e-03	1.000e+00
451030010092	Rh	252.580	3.931e-04	1.000e+00
451030010093	Rh	255.060	7.586e-04	1.000e+00
451030010094	Rh	261.380	7.517e-03	1.000e+00
451030010095	Rh	266.840	1.834e-02	1.000e+00
451030010096	Rh	269.180	9.793e-03	1.000e+00
451030010097	Rh	270.410	8.276e-04	1.000e+00
451030010098	Rh	273.620	5.614e-03	1.000e+00
451030010099	Rh	276.040	3.517e-04	1.000e+00
451030010100	Rh	280.910	6.069e-04	1.000e+00
451030010101	Rh	284.360	1.793e-03	1.000e+00
451030010102	Rh	284.900	4.207e-04	1.000e+00
451030010103	Rh	286.180	2.897e-03	1.000e+00
451030010104	Rh	287.800	4.759e-04	1.000e+00
451030010105	Rh	290.050	8.966e-04	1.000e+00
451030010106	Rh	293.090	3.793e-04	1.000e+00
451030010107	Rh	303.590	5.476e-03	1.000e+00
451030010108	Rh	305.700	7.379e-03	1.000e+00
451030010109	Rh	307.350	1.421e-03	1.000e+00
451030010110	Rh	311.320	1.117e-03	1.000e+00
451030010111	Rh	317.070	5.103e-03	1.000e+00
451030010112	Rh	323.480	1.062e-02	1.000e+00
