ID	ELEMENT SYMBOL	ENERGY	INTENSITY	ISOTOPE ABUNDANCE
290630010197	Cu	3315.500	3.103e-03	6.915e-01
290630010198	Cu	3366.800	1.600e-03	6.915e-01
290630010199	Cu	3385.830	1.984e-03	6.915e-01
290630010200	Cu	3431.720	1.824e-03	6.915e-01
290630010201	Cu	3442.750	1.056e-03	6.915e-01
290630010202	Cu	3464.490	3.007e-03	6.915e-01
290630010203	Cu	3471.900	2.048e-03	6.915e-01
290630010204	Cu	3477.620	1.184e-03	6.915e-01
290630010205	Cu	3483.100	1.344e-03	6.915e-01
290630010206	Cu	3505.800	1.152e-03	6.915e-01
290630010207	Cu	3510.970	1.376e-03	6.915e-01
290630010208	Cu	3520.380	2.016e-03	6.915e-01
290630010209	Cu	3552.350	9.278e-04	6.915e-01
290630010210	Cu	3588.500	3.903e-03	6.915e-01
290630010211	Cu	3603.120	6.399e-04	6.915e-01
290630010212	Cu	3623.570	9.918e-04	6.915e-01
290630010213	Cu	3628.500	1.888e-03	6.915e-01
290630010214	Cu	3651.930	7.039e-04	6.915e-01
290630010215	Cu	3667.420	8.638e-04	6.915e-01
290630010216	Cu	3712.400	6.399e-04	6.915e-01
290630010217	Cu	3718.650	6.399e-04	6.915e-01
290630010218	Cu	3727.510	4.159e-04	6.915e-01
290630010219	Cu	3775.610	2.304e-03	6.915e-01
290630010220	Cu	3781.300	1.312e-03	6.915e-01
290630010221	Cu	3802.360	1.088e-03	6.915e-01
290630010222	Cu	3844.490	5.631e-03	6.915e-01
290630010223	Cu	3874.630	1.056e-03	6.915e-01
290630010224	Cu	3881.980	1.568e-03	6.915e-01
290630010225	Cu	3912.120	1.056e-03	6.915e-01
290630010226	Cu	4033.910	1.120e-03	6.915e-01
290630010227	Cu	4089.190	2.879e-03	6.915e-01
290630010228	Cu	4133.040	4.415e-03	6.915e-01
290630010229	Cu	4165.700	5.759e-04	6.915e-01
290630010230	Cu	4204.260	2.911e-03	6.915e-01
290630010231	Cu	4286.550	3.871e-03	6.915e-01
290630010232	Cu	4312.760	3.327e-03	6.915e-01
290630010233	Cu	4319.920	1.504e-02	6.915e-01
290630010234	Cu	4391.450	1.504e-03	6.915e-01
290630010235	Cu	4404.910	3.551e-03	6.915e-01
290630010236	Cu	4422.900	1.600e-03	6.915e-01
290630010237	Cu	4441.100	2.240e-03	6.915e-01
290630010238	Cu	4443.900	3.519e-03	6.915e-01
290630010239	Cu	4450.350	1.952e-03	6.915e-01
290630010240	Cu	4475.880	5.471e-03	6.915e-01
290630010241	Cu	4503.940	5.567e-03	6.915e-01
290630010242	Cu	4563.200	3.583e-03	6.915e-01
290630010243	Cu	4572.160	1.312e-03	6.915e-01
290630010244	Cu	4603.010	6.271e-03	6.915e-01
290630010245	Cu	4658.550	8.894e-03	6.915e-01
290630010246	Cu	4708.540	9.918e-04	6.915e-01
290630010247	Cu	4790.500	1.216e-03	6.915e-01
290630010248	Cu	4804.190	1.344e-03	6.915e-01
290630010249	Cu	4835.530	3.519e-04	6.915e-01
290630010250	Cu	4882.210	4.479e-04	6.915e-01
290630010251	Cu	4902.910	1.760e-03	6.915e-01
290630010252	Cu	4983.560	2.304e-03	6.915e-01
290630010253	Cu	5019.160	3.199e-03	6.915e-01
290630010254	Cu	5023.660	2.112e-03	6.915e-01
290630010255	Cu	5085.540	3.775e-03	6.915e-01
290630010256	Cu	5139.370	2.080e-03	6.915e-01
290630010257	Cu	5151.980	3.071e-03	6.915e-01
290630010258	Cu	5183.550	4.223e-03	6.915e-01
290630010259	Cu	5189.810	7.711e-03	6.915e-01
290630010260	Cu	5258.730	1.190e-02	6.915e-01
290630010261	Cu	5268.020	9.278e-04	6.915e-01
290630010262	Cu	5280.430	2.847e-03	6.915e-01
290630010263	Cu	5320.900	6.399e-04	6.915e-01
290630010264	Cu	5382.340	1.280e-04	6.915e-01
290630010265	Cu	5408.640	4.607e-03	6.915e-01
290630010266	Cu	5418.450	2.137e-02	6.915e-01
290630010267	Cu	5450.520	1.792e-03	6.915e-01
290630010268	Cu	5527.990	1.408e-03	6.915e-01
290630010269	Cu	5555.380	3.135e-03	6.915e-01
290630010270	Cu	5599.350	1.120e-03	6.915e-01
290630010271	Cu	5614.960	5.695e-03	6.915e-01
290630010272	Cu	5636.110	4.703e-03	6.915e-01
290630010273	Cu	5771.470	5.855e-03	6.915e-01
290630010274	Cu	5823.600	3.455e-03	6.915e-01
290630010275	Cu	5865.970	1.664e-03	6.915e-01
290630010276	Cu	6010.800	1.836e-02	6.915e-01
290630010277	Cu	6015.580	2.656e-03	6.915e-01
290630010278	Cu	6063.240	6.975e-03	6.915e-01
290630010279	Cu	6136.310	2.272e-03	6.915e-01
290630010280	Cu	6166.700	4.255e-03	6.915e-01
290630010281	Cu	6232.810	1.248e-03	6.915e-01
290630010282	Cu	6308.610	1.920e-03	6.915e-01
290630010283	Cu	6321.580	4.159e-03	6.915e-01
290630010284	Cu	6365.500	1.216e-03	6.915e-01
290630010285	Cu	6394.760	1.609e-02	6.915e-01
290630010286	Cu	6416.660	1.088e-03	6.915e-01
290630010287	Cu	6477.110	1.984e-03	6.915e-01
290630010288	Cu	6552.610	1.152e-03	6.915e-01
290630010289	Cu	6595.520	7.263e-03	6.915e-01
290630010290	Cu	6617.660	1.302e-02	6.915e-01
290630010291	Cu	6628.650	1.152e-03	6.915e-01
290630010292	Cu	6673.150	1.696e-02	6.915e-01
290630010293	Cu	6674.760	2.300e-02	6.915e-01
290630010294	Cu	6988.680	4.031e-02	6.915e-01
290630010295	Cu	7037.550	4.479e-03	6.915e-01
290630010296	Cu	7169.510	3.487e-03	6.915e-01
290630010297	Cu	7176.680	2.959e-02	6.915e-01
290630010298	Cu	7253.010	4.799e-02	6.915e-01
290630010299	Cu	7306.930	1.027e-01	6.915e-01
290630010300	Cu	7553.440	9.598e-04	6.915e-01
290630010301	Cu	7571.770	2.012e-02	6.915e-01
290630010302	Cu	7637.400	1.728e-01	6.915e-01
290630010303	Cu	7756.360	1.827e-02	6.915e-01
290630010304	Cu	7915.620	2.780e-01	6.915e-01
290650010001	Cu	89.080	1.449e-01	3.085e-01
290650010002	Cu	100.540	1.300e-03	3.085e-01
290650010003	Cu	111.950	1.404e-03	3.085e-01
290650010004	Cu	114.040	9.411e-04	3.085e-01
290650010005	Cu	185.960	3.645e-01	3.085e-01
290650010006	Cu	190.110	7.618e-03	3.085e-01
290650010007	Cu	194.420	5.975e-03	3.085e-01
290650010008	Cu	199.810	4.780e-03	3.085e-01
290650010009	Cu	216.140	2.091e-04	3.085e-01
290650010010	Cu	233.720	1.628e-03	3.085e-01
290650010011	Cu	237.800	3.436e-02	3.085e-01
290650010012	Cu	275.040	4.780e-03	3.085e-01
290650010013	Cu	279.180	3.137e-03	3.085e-01
290650010014	Cu	288.730	5.079e-04	3.085e-01
290650010015	Cu	315.690	3.734e-02	3.085e-01
290650010016	Cu	333.890	1.344e-03	3.085e-01
290650010017	Cu	335.370	2.211e-03	3.085e-01
290650010018	Cu	340.250	1.389e-03	3.085e-01
290650010019	Cu	357.530	4.272e-03	3.085e-01
290650010020	Cu	385.770	1.957e-01	3.085e-01
290650010021	Cu	417.030	1.195e-03	3.085e-01
290650010022	Cu	422.280	8.813e-04	3.085e-01
290650010023	Cu	426.370	5.378e-03	3.085e-01
290650010024	Cu	436.909	1.673e-02	3.085e-01
290650010025	Cu	454.780	2.988e-03	3.085e-01
290650010026	Cu	458.160	3.436e-03	3.085e-01
290650010027	Cu	465.140	2.017e-01	3.085e-01
290650010028	Cu	481.410	3.884e-03	3.085e-01
290650010029	Cu	533.930	1.046e-03	3.085e-01
290650010030	Cu	537.580	9.411e-04	3.085e-01
290650010031	Cu	543.860	3.824e-02	3.085e-01
290650010032	Cu	551.960	4.272e-03	3.085e-01
290650010033	Cu	556.500	4.780e-04	3.085e-01
290650010034	Cu	567.320	1.598e-03	3.085e-01
290650010035	Cu	583.860	1.822e-03	3.085e-01
290650010036	Cu	586.870	2.943e-03	3.085e-01
290650010037	Cu	622.700	7.917e-04	3.085e-01
290650010038	Cu	632.680	1.240e-03	3.085e-01
290650010039	Cu	636.720	2.614e-03	3.085e-01
290650010040	Cu	651.130	7.618e-04	3.085e-01
290650010041	Cu	661.160	8.664e-04	3.085e-01
290650010042	Cu	665.640	9.261e-04	3.085e-01
290650010043	Cu	679.270	1.494e-03	3.085e-01
290650010044	Cu	714.590	6.423e-03	3.085e-01
290650010045	Cu	724.020	4.720e-03	3.085e-01
290650010046	Cu	741.930	3.376e-03	3.085e-01
290650010047	Cu	747.490	3.436e-03	3.085e-01
290650010048	Cu	753.910	4.183e-03	3.085e-01
290650010049	Cu	758.640	3.137e-03	3.085e-01
290650010050	Cu	768.300	8.813e-03	3.085e-01
290650010051	Cu	769.990	8.216e-04	3.085e-01
290650010052	Cu	788.380	1.344e-03	3.085e-01
290650010053	Cu	810.700	3.884e-03	3.085e-01
290650010054	Cu	814.210	7.021e-03	3.085e-01
290650010055	Cu	822.673	3.555e-02	3.085e-01
290650010056	Cu	831.140	2.390e-02	3.085e-01
290650010057	Cu	847.500	3.794e-03	3.085e-01
290650010058	Cu	860.730	1.285e-03	3.085e-01
290650010059	Cu	878.820	8.963e-03	3.085e-01
290650010060	Cu	883.000	3.212e-03	3.085e-01
290650010061	Cu	910.030	3.734e-04	3.085e-01
290650010062	Cu	937.500	1.001e-02	3.085e-01
290650010063	Cu	948.040	3.361e-03	3.085e-01
290650010064	Cu	956.650	4.631e-03	3.085e-01
290650010065	Cu	958.200	5.378e-03	3.085e-01
290650010066	Cu	972.110	1.718e-02	3.085e-01
290650010067	Cu	983.350	1.554e-03	3.085e-01
290650010068	Cu	987.090	4.631e-03	3.085e-01
290650010069	Cu	993.490	7.618e-04	3.085e-01
290650010070	Cu	997.630	1.389e-02	3.085e-01
290650010071	Cu	1006.150	2.002e-03	3.085e-01
290650010072	Cu	1016.700	7.618e-04	3.085e-01
290650010073	Cu	1042.900	2.749e-03	3.085e-01
290650010074	Cu	1052.010	1.748e-02	3.085e-01
290650010075	Cu	1053.970	5.826e-03	3.085e-01
290650010076	Cu	1081.880	1.061e-03	3.085e-01
290650010077	Cu	1088.610	1.255e-03	3.085e-01
290650010078	Cu	1115.760	8.664e-04	3.085e-01
290650010079	Cu	1120.960	5.079e-04	3.085e-01
290650010080	Cu	1139.660	3.585e-03	3.085e-01
290650010081	Cu	1146.830	1.718e-03	3.085e-01
290650010082	Cu	1161.610	9.859e-04	3.085e-01
290650010083	Cu	1181.470	3.585e-04	3.085e-01
290650010084	Cu	1197.310	6.274e-03	3.085e-01
290650010085	Cu	1208.590	4.481e-04	3.085e-01
290650010086	Cu	1212.530	1.568e-02	3.085e-01
290650010087	Cu	1220.380	3.286e-03	3.085e-01
290650010088	Cu	1253.450	1.613e-03	3.085e-01
290650010089	Cu	1272.340	5.527e-03	3.085e-01
290650010090	Cu	1280.190	1.942e-03	3.085e-01
290650010091	Cu	1288.530	6.722e-04	3.085e-01
290650010092	Cu	1293.420	3.585e-03	3.085e-01
290650010093	Cu	1298.890	4.481e-03	3.085e-01
290650010094	Cu	1302.640	4.332e-03	3.085e-01
290650010095	Cu	1313.300	1.180e-03	3.085e-01
290650010096	Cu	1322.300	1.449e-03	3.085e-01
290650010097	Cu	1343.960	2.988e-04	3.085e-01
290650010098	Cu	1355.160	1.987e-02	3.085e-01
290650010099	Cu	1374.410	5.079e-03	3.085e-01
290650010100	Cu	1394.990	2.375e-03	3.085e-01
290650010101	Cu	1401.290	6.573e-04	3.085e-01
290650010102	Cu	1409.040	4.033e-04	3.085e-01
290650010103	Cu	1416.450	1.135e-03	3.085e-01
290650010104	Cu	1428.160	6.722e-03	3.085e-01
290650010105	Cu	1439.370	1.658e-02	3.085e-01
290650010106	Cu	1450.910	1.195e-03	3.085e-01
290650010107	Cu	1468.500	4.631e-03	3.085e-01
290650010108	Cu	1470.770	6.573e-03	3.085e-01
290650010109	Cu	1506.330	1.987e-03	3.085e-01
290650010110	Cu	1509.290	1.539e-03	3.085e-01
290650010111	Cu	1515.700	5.228e-04	3.085e-01
290650010112	Cu	1522.990	4.929e-04	3.085e-01
290650010113	Cu	1552.620	4.033e-03	3.085e-01
290650010114	Cu	1558.080	3.734e-03	3.085e-01
290650010115	Cu	1559.840	4.556e-02	3.085e-01
290650010116	Cu	1582.500	1.404e-02	3.085e-01
290650010117	Cu	1590.250	1.046e-03	3.085e-01
290650010118	Cu	1607.600	9.411e-04	3.085e-01
290650010119	Cu	1629.010	1.643e-03	3.085e-01
290650010120	Cu	1633.870	9.560e-03	3.085e-01
290650010121	Cu	1637.460	2.017e-02	3.085e-01
290650010122	Cu	1647.270	3.436e-03	3.085e-01
290650010123	Cu	1651.880	4.676e-03	3.085e-01
290650010124	Cu	1666.190	1.494e-03	3.085e-01
290650010125	Cu	1670.440	1.867e-03	3.085e-01
290650010126	Cu	1677.840	6.871e-03	3.085e-01
290650010127	Cu	1681.760	1.255e-03	3.085e-01
290650010128	Cu	1723.170	1.494e-03	3.085e-01
290650010129	Cu	1728.030	3.884e-03	3.085e-01
290650010130	Cu	1731.860	1.120e-03	3.085e-01
290650010131	Cu	1743.300	2.091e-02	3.085e-01
290650010132	Cu	1745.790	9.560e-03	3.085e-01
290650010133	Cu	1748.190	5.228e-03	3.085e-01
290650010134	Cu	1761.770	5.676e-04	3.085e-01
290650010135	Cu	1773.300	9.560e-04	3.085e-01
290650010136	Cu	1799.400	1.210e-03	3.085e-01
290650010137	Cu	1806.570	9.560e-04	3.085e-01
290650010138	Cu	1820.290	8.216e-03	3.085e-01
290650010139	Cu	1832.380	1.076e-02	3.085e-01
290650010140	Cu	1837.260	6.274e-03	3.085e-01
290650010141	Cu	1843.490	1.285e-03	3.085e-01
290650010142	Cu	1848.980	1.583e-03	3.085e-01
290650010143	Cu	1855.100	4.780e-04	3.085e-01
290650010144	Cu	1874.830	1.942e-03	3.085e-01
290650010145	Cu	1890.640	1.240e-03	3.085e-01
290650010146	Cu	1901.070	1.344e-03	3.085e-01
290650010147	Cu	1912.190	1.255e-03	3.085e-01
290650010148	Cu	1916.160	9.112e-04	3.085e-01
290650010149	Cu	1929.970	1.389e-03	3.085e-01
290650010150	Cu	1945.080	1.703e-03	3.085e-01
290650010151	Cu	1966.300	1.718e-03	3.085e-01
290650010152	Cu	1975.260	1.643e-03	3.085e-01
290650010153	Cu	1980.000	3.062e-03	3.085e-01
290650010154	Cu	1985.560	3.137e-03	3.085e-01
290650010155	Cu	1988.920	3.361e-03	3.085e-01
290650010156	Cu	2004.400	2.166e-03	3.085e-01
290650010157	Cu	2023.590	4.123e-03	3.085e-01
290650010158	Cu	2039.240	7.319e-04	3.085e-01
290650010159	Cu	2060.100	5.975e-04	3.085e-01
290650010160	Cu	2081.980	1.793e-03	3.085e-01
290650010161	Cu	2095.980	1.807e-03	3.085e-01
290650010162	Cu	2114.820	1.344e-03	3.085e-01
290650010163	Cu	2120.000	3.137e-03	3.085e-01
290650010164	Cu	2124.010	1.419e-03	3.085e-01
290650010165	Cu	2130.410	1.001e-03	3.085e-01
290650010166	Cu	2144.060	2.390e-03	3.085e-01
290650010167	Cu	2160.320	1.150e-03	3.085e-01
290650010168	Cu	2163.090	3.585e-03	3.085e-01
290650010169	Cu	2177.930	1.494e-03	3.085e-01
290650010170	Cu	2215.540	1.300e-02	3.085e-01
290650010171	Cu	2254.520	2.390e-03	3.085e-01
290650010172	Cu	2316.040	1.793e-03	3.085e-01
290650010173	Cu	2370.900	1.195e-03	3.085e-01
290650010174	Cu	2380.230	2.076e-03	3.085e-01
290650010175	Cu	2389.310	3.585e-03	3.085e-01
290650010176	Cu	2395.000	7.170e-03	3.085e-01
290650010177	Cu	2400.220	1.404e-03	3.085e-01
290650010178	Cu	2402.430	2.076e-03	3.085e-01
290650010179	Cu	2411.430	3.137e-03	3.085e-01
290650010180	Cu	2423.910	5.079e-03	3.085e-01
290650010181	Cu	2435.900	1.195e-03	3.085e-01
290650010182	Cu	2449.300	1.344e-03	3.085e-01
290650010183	Cu	2450.370	2.539e-03	3.085e-01
290650010184	Cu	2457.830	1.598e-03	3.085e-01
290650010185	Cu	2478.400	1.494e-03	3.085e-01
290650010186	Cu	2487.930	5.079e-03	3.085e-01
290650010187	Cu	2491.640	8.963e-04	3.085e-01
290650010188	Cu	2508.340	8.963e-04	3.085e-01
290650010189	Cu	2538.230	2.689e-03	3.085e-01
290650010190	Cu	2544.990	7.021e-04	3.085e-01
290650010191	Cu	2552.970	3.884e-03	3.085e-01
290650010192	Cu	2557.350	8.216e-04	3.085e-01
290650010193	Cu	2560.400	5.975e-04	3.085e-01
290650010194	Cu	2569.590	1.494e-03	3.085e-01
290650010195	Cu	2584.420	7.917e-04	3.085e-01
290650010196	Cu	2603.380	2.091e-03	3.085e-01
290650010197	Cu	2608.390	2.256e-03	3.085e-01
290650010198	Cu	2612.040	2.390e-03	3.085e-01
290650010199	Cu	2613.780	1.061e-03	3.085e-01
290650010200	Cu	2619.330	2.539e-03	3.085e-01
290650010201	Cu	2629.770	6.124e-03	3.085e-01
290650010202	Cu	2641.340	1.807e-03	3.085e-01
290650010203	Cu	2664.330	2.973e-03	3.085e-01
290650010204	Cu	2673.610	2.913e-03	3.085e-01
290650010205	Cu	2680.990	4.212e-03	3.085e-01
290650010206	Cu	2688.160	4.631e-03	3.085e-01
290650010207	Cu	2700.570	6.423e-03	3.085e-01
290650010208	Cu	2707.470	1.150e-03	3.085e-01
290650010209	Cu	2713.290	8.963e-04	3.085e-01
290650010210	Cu	2757.150	1.329e-03	3.085e-01
290650010211	Cu	2766.000	1.793e-03	3.085e-01
290650010212	Cu	2770.800	7.021e-04	3.085e-01
290650010213	Cu	2806.870	2.241e-03	3.085e-01
290650010214	Cu	2822.250	6.722e-03	3.085e-01
290650010215	Cu	2824.160	1.046e-03	3.085e-01
290650010216	Cu	2862.780	4.033e-03	3.085e-01
290650010217	Cu	2866.640	3.436e-03	3.085e-01
290650010218	Cu	2871.060	6.871e-04	3.085e-01
290650010219	Cu	2877.000	1.494e-03	3.085e-01
290650010220	Cu	2891.210	1.105e-03	3.085e-01
290650010221	Cu	2896.110	2.689e-03	3.085e-01
290650010222	Cu	2901.620	2.241e-03	3.085e-01
290650010223	Cu	2913.090	1.344e-03	3.085e-01
290650010224	Cu	2917.990	5.676e-04	3.085e-01
290650010225	Cu	2949.590	7.469e-03	3.085e-01
290650010226	Cu	2953.050	4.033e-03	3.085e-01
290650010227	Cu	2967.660	9.859e-04	3.085e-01
290650010228	Cu	2987.900	6.573e-04	3.085e-01
290650010229	Cu	2991.950	1.061e-03	3.085e-01
290650010230	Cu	2996.650	2.838e-03	3.085e-01
290650010231	Cu	3009.060	2.674e-03	3.085e-01
290650010232	Cu	3021.680	1.942e-03	3.085e-01
290650010233	Cu	3025.950	7.618e-03	3.085e-01
290650010234	Cu	3045.690	2.061e-03	3.085e-01
290650010235	Cu	3052.230	2.032e-03	3.085e-01
290650010236	Cu	3066.880	1.344e-03	3.085e-01
290650010237	Cu	3091.210	1.419e-03	3.085e-01
290650010238	Cu	3110.770	8.963e-04	3.085e-01
290650010239	Cu	3122.550	9.710e-04	3.085e-01
290650010240	Cu	3131.500	1.524e-03	3.085e-01
290650010241	Cu	3137.290	2.644e-03	3.085e-01
290650010242	Cu	3165.690	1.942e-03	3.085e-01
290650010243	Cu	3169.720	1.763e-03	3.085e-01
290650010244	Cu	3172.600	6.722e-03	3.085e-01
290650010245	Cu	3208.820	9.710e-04	3.085e-01
290650010246	Cu	3241.580	1.240e-03	3.085e-01
290650010247	Cu	3251.350	5.975e-03	3.085e-01
290650010248	Cu	3270.900	4.929e-03	3.085e-01
290650010249	Cu	3273.140	7.021e-04	3.085e-01
290650010250	Cu	3285.870	3.017e-03	3.085e-01
290650010251	Cu	3293.700	6.274e-03	3.085e-01
290650010252	Cu	3308.360	3.286e-03	3.085e-01
290650010253	Cu	3315.790	2.838e-03	3.085e-01
290650010254	Cu	3322.740	7.021e-04	3.085e-01
290650010255	Cu	3349.460	1.001e-03	3.085e-01
290650010256	Cu	3361.010	1.404e-03	3.085e-01
290650010257	Cu	3383.130	1.090e-03	3.085e-01
290650010258	Cu	3429.540	9.411e-03	3.085e-01
290650010259	Cu	3450.440	8.216e-04	3.085e-01
290650010260	Cu	3465.090	5.676e-03	3.085e-01
290650010261	Cu	3477.300	6.871e-04	3.085e-01
290650010262	Cu	3482.550	2.913e-03	3.085e-01
290650010263	Cu	3486.800	6.722e-04	3.085e-01
290650010264	Cu	3530.630	6.274e-03	3.085e-01
290650010265	Cu	3548.680	1.135e-03	3.085e-01
290650010266	Cu	3557.240	3.734e-03	3.085e-01
290650010267	Cu	3564.190	1.061e-03	3.085e-01
290650010268	Cu	3579.120	1.016e-03	3.085e-01
290650010269	Cu	3586.560	6.722e-04	3.085e-01
290650010270	Cu	3627.950	9.411e-04	3.085e-01
290650010271	Cu	3633.730	1.255e-03	3.085e-01
290650010272	Cu	3668.350	8.216e-04	3.085e-01
290650010273	Cu	3694.810	1.285e-03	3.085e-01
290650010274	Cu	3724.020	4.183e-03	3.085e-01
290650010275	Cu	3732.290	2.091e-03	3.085e-01
290650010276	Cu	3778.560	4.183e-03	3.085e-01
290650010277	Cu	3781.840	2.480e-03	3.085e-01
290650010278	Cu	3814.580	5.676e-04	3.085e-01
290650010279	Cu	3818.220	4.481e-03	3.085e-01
290650010280	Cu	3834.800	3.286e-04	3.085e-01
290650010281	Cu	3857.110	3.690e-03	3.085e-01
290650010282	Cu	3870.920	3.734e-03	3.085e-01
290650010283	Cu	3896.210	9.710e-04	3.085e-01
290650010284	Cu	3900.240	1.061e-02	3.085e-01
290650010285	Cu	3913.910	5.826e-04	3.085e-01
290650010286	Cu	3924.260	3.286e-04	3.085e-01
290650010287	Cu	3955.150	8.515e-04	3.085e-01
290650010288	Cu	3966.880	3.764e-03	3.085e-01
290650010289	Cu	3974.710	3.451e-03	3.085e-01
290650010290	Cu	3988.760	1.135e-03	3.085e-01
290650010291	Cu	4017.200	3.286e-03	3.085e-01
290650010292	Cu	4020.100	8.664e-04	3.085e-01
290650010293	Cu	4024.900	4.033e-04	3.085e-01
290650010294	Cu	4039.970	6.573e-03	3.085e-01
290650010295	Cu	4055.810	2.181e-03	3.085e-01
290650010296	Cu	4078.100	1.180e-03	3.085e-01
290650010297	Cu	4112.870	5.527e-03	3.085e-01
290650010298	Cu	4117.290	7.917e-03	3.085e-01
290650010299	Cu	4122.820	2.913e-03	3.085e-01
290650010300	Cu	4198.370	9.560e-03	3.085e-01
290650010301	Cu	4221.310	3.092e-03	3.085e-01
290650010302	Cu	4252.170	1.135e-03	3.085e-01
290650010303	Cu	4266.190	1.016e-03	3.085e-01
290650010304	Cu	4276.590	5.243e-03	3.085e-01
290650010305	Cu	4298.200	2.002e-03	3.085e-01
290650010306	Cu	4327.000	7.469e-03	3.085e-01
290650010307	Cu	4377.750	6.722e-03	3.085e-01
290650010308	Cu	4384.920	3.077e-02	3.085e-01
290650010309	Cu	4401.580	9.112e-03	3.085e-01
290650010310	Cu	4436.690	4.780e-04	3.085e-01
290650010311	Cu	4457.520	1.972e-03	3.085e-01
290650010312	Cu	4468.540	2.420e-03	3.085e-01
290650010313	Cu	4479.740	9.411e-03	3.085e-01
290650010314	Cu	4505.500	4.780e-04	3.085e-01
290650010315	Cu	4545.240	3.884e-04	3.085e-01
290650010316	Cu	4563.020	2.958e-03	3.085e-01
290650010317	Cu	4612.950	3.421e-03	3.085e-01
290650010318	Cu	4616.600	1.524e-03	3.085e-01
290650010319	Cu	4671.000	1.733e-03	3.085e-01
290650010320	Cu	4702.240	4.481e-04	3.085e-01
290650010321	Cu	4805.320	2.046e-03	3.085e-01
290650010322	Cu	4899.940	8.365e-03	3.085e-01
290650010323	Cu	4902.810	6.722e-03	3.085e-01
290650010324	Cu	4941.890	3.301e-03	3.085e-01
290650010325	Cu	5042.680	5.168e-02	3.085e-01
290650010326	Cu	5047.560	3.077e-02	3.085e-01
290650010327	Cu	5138.780	2.315e-03	3.085e-01
290650010328	Cu	5245.590	6.423e-02	3.085e-01
290650010329	Cu	5320.080	5.407e-02	3.085e-01
290650010330	Cu	5388.030	4.705e-03	3.085e-01
290650010331	Cu	5488.560	8.216e-04	3.085e-01
290650010332	Cu	5505.770	8.365e-04	3.085e-01
290650010333	Cu	5518.490	5.826e-03	3.085e-01
290650010334	Cu	5626.490	4.033e-04	3.085e-01
290650010335	Cu	5721.890	3.376e-03	3.085e-01
290650010336	Cu	5853.310	9.859e-03	3.085e-01
290650010337	Cu	5907.800	3.137e-04	3.085e-01
290650010338	Cu	6013.820	1.061e-03	3.085e-01
290650010339	Cu	6048.730	1.509e-02	3.085e-01
290650010340	Cu	6243.140	2.151e-02	3.085e-01
290650010341	Cu	6335.990	1.270e-03	3.085e-01
290650010342	Cu	6600.630	1.270e-01	3.085e-01
290650010343	Cu	6680.000	1.210e-01	3.085e-01
290650010344	Cu	6790.720	2.315e-02	3.085e-01
290650010345	Cu	6827.950	1.942e-04	3.085e-01
290650010346	Cu	6879.790	3.092e-03	3.085e-01
290650010347	Cu	7065.720	1.972e-02	3.085e-01
300640010001	Zn	53.972	2.015e-02	4.917e-01
300640010002	Zn	61.253	5.362e-02	4.917e-01
300640010003	Zn	115.225	3.088e-01	4.917e-01
300640010004	Zn	140.930	1.978e-03	4.917e-01
300640010005	Zn	153.095	5.953e-02	4.917e-01
300640010006	Zn	207.067	1.867e-02	4.917e-01
300640010007	Zn	422.330	1.664e-03	4.917e-01
300640010008	Zn	559.990	5.916e-03	4.917e-01
300640010009	Zn	561.670	5.362e-05	4.917e-01
300640010010	Zn	602.740	1.849e-03	4.917e-01
300640010011	Zn	653.510	9.244e-03	4.917e-01
300640010012	Zn	702.600	5.362e-03	4.917e-01
300640010013	Zn	714.760	1.091e-03	4.917e-01
300640010014	Zn	751.690	5.676e-02	4.917e-01
300640010015	Zn	768.740	7.395e-03	4.917e-01
300640010016	Zn	794.440	1.645e-02	4.917e-01
300640010017	Zn	855.690	1.220e-01	4.917e-01
300640010018	Zn	864.430	1.738e-02	4.917e-01
300640010019	Zn	909.660	3.457e-02	4.917e-01
300640010020	Zn	932.100	8.690e-03	4.917e-01
300640010021	Zn	993.350	1.091e-02	4.917e-01
300640010022	Zn	1047.320	6.656e-03	4.917e-01
300640010023	Zn	1228.600	3.698e-03	4.917e-01
300640010024	Zn	1254.210	4.437e-03	4.917e-01
300640010025	Zn	1262.580	9.799e-03	4.917e-01
300640010026	Zn	1293.020	1.128e-02	4.917e-01
300640010027	Zn	1343.800	1.035e-03	4.917e-01
300640010028	Zn	1354.420	1.904e-02	4.917e-01
300640010029	Zn	1369.430	2.588e-03	4.917e-01
300640010030	Zn	1415.670	7.950e-03	4.917e-01
300640010031	Zn	1469.640	2.773e-03	4.917e-01
300640010032	Zn	1523.300	2.773e-03	4.917e-01
300640010033	Zn	1577.300	4.437e-03	4.917e-01
300640010034	Zn	1593.000	9.799e-03	4.917e-01
300640010035	Zn	1826.450	2.977e-02	4.917e-01
300640010036	Zn	2078.500	5.732e-03	4.917e-01
300640010037	Zn	2087.440	8.690e-03	4.917e-01
300640010038	Zn	2212.100	1.313e-02	4.917e-01
300640010039	Zn	2432.300	6.841e-03	4.917e-01
300640010040	Zn	2493.000	3.883e-03	4.917e-01
300640010041	Zn	2995.800	4.068e-03	4.917e-01
300640010042	Zn	3109.050	1.350e-02	4.917e-01
300640010043	Zn	3150.600	6.101e-03	4.917e-01
300640010044	Zn	3189.100	4.992e-03	4.917e-01
300640010045	Zn	3340.100	3.513e-03	4.917e-01
300640010046	Zn	3359.200	2.625e-03	4.917e-01
